Name,Image URL,Product URL,Price,Manufacturer,Part #,Series,Microarchitecture,Core Family,Socket,Core Count,Performance Core Clock,Performance Core Boost Clock,Efficiency Core Clock,Efficiency Core Boost Clock,L2 Cache,L3 Cache,TDP,Integrated Graphics,Maximum Supported Memory,ECC Support,Includes Cooler,Packaging,Lithography,Includes CPU Cooler,Simultaneous Multithreading
AMD Ryzen 5 1600X,//cdna.pcpartpicker.com/static/forever/images/product/62069eabe77fa79c55158028545484f2.256p.jpg,https://pcpartpicker.com/product/8hwqqs/amd-ryzen-5-1600x-36ghz-6-core-processor-yd160xbcaewof,$119.99 ,AMD,YD160XBCAEWOF,AMD Ryzen 5,Zen,Summit Ridge,AM4,6,3.6 GHz,4 GHz,,,3 MB,16 MB,95 W,None,,No,No,Boxed,14 nm,No,Yes
Intel Core i5-7600K,//cdna.pcpartpicker.com/static/forever/images/product/02dbd0bb7cefb31a308b7f7ce6bf392e.256p.jpg,https://pcpartpicker.com/product/dQM323/intel-core-i5-7600k-38ghz-quad-core-processor-bx80677i57600k,$190.00 ,Intel,BX80677I57600K,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA1151,4,3.8 GHz,4.2 GHz,,,1 MB,6 MB,91 W,Intel HD Graphics 630,64 GB,No,No,Boxed,14 nm,No,No
Intel Xeon E5-2680 V4,//cdna.pcpartpicker.com/static/forever/images/product/fe223eeb7f193ce69814603b89175472.256p.jpg,https://pcpartpicker.com/product/zqmxFT/intel-cpu-bx80660e52680v4,"$1,975.00 ",Intel,BX80660E52680V4,Intel Xeon E5,Broadwell,Broadwell-EP,LGA2011-3,14,2.4 GHz,3.3 GHz,,,3.5 MB,35 MB,120 W,None,1536 GB,Yes,No,Boxed,14 nm,No,Yes: Hyper-Threading
AMD FX-8350,https://m.media-amazon.com/images/I/511KbpvD7fL.jpg,https://pcpartpicker.com/product/ykphP6/amd-cpu-fd8350frhkbox,$217.50 ,AMD,FD8350FRHKBOX,AMD FX,Piledriver,Vishera,AM3+,8,4 GHz,,,,8 MB,8 MB,125 W,None,,No,Yes,Boxed,32 nm,Yes,No
Intel Core i5-4690,https://m.media-amazon.com/images/I/51vb+UYTxSL.jpg,https://pcpartpicker.com/product/r8W9TW/intel-cpu-bx80646i54690,$51.43 ,Intel,BX80646I54690,Intel Core i5,Haswell Refresh,Haswell Refresh,LGA1150,4,3.5 GHz,3.9 GHz,,,1 MB,6 MB,84 W,Intel HD Graphics 4600,,No,Yes,Boxed,22 nm,Yes,No
Intel Core i5-8500,//cdna.pcpartpicker.com/static/forever/images/product/028ee303e2f6aed00ffa4a750f24b033.256p.jpg,https://pcpartpicker.com/product/kFKcCJ/intel-core-i5-8500-3ghz-6-core-processor-bx80684i58500,$173.95 ,Intel,BX80684I58500,Intel Core i5,Coffee Lake,Coffee Lake,LGA1151,6,3 GHz,4.1 GHz,,,1.5 MB,9 MB,65 W,Intel UHD Graphics 630,128 GB,No,Yes,Boxed,14 nm,Yes,No
Intel Core i9-13900,//cdna.pcpartpicker.com/static/forever/images/product/6677778b05f29fbfd12dd49c16f2069f.256p.jpg,https://pcpartpicker.com/product/kNkWGX/intel-core-i9-13900-2-ghz-24-core-processor-bx8071513900,$490.00 ,Intel,BX8071513900,Intel Core i9,Raptor Lake,Raptor Lake,LGA1700,24,2 GHz,5.6 GHz,2.2 GHz,4.2 GHz,32 MB,36 MB,65 W,Intel UHD Graphics 770,192 GB,Yes,Yes,Boxed,10 nm,Yes,Yes: Hyper-Threading
Intel Core i3-13100,//cdna.pcpartpicker.com/static/forever/images/product/a11139b5e266b9760da436a86b407035.256p.jpg,https://pcpartpicker.com/product/RdjBD3/intel-core-i3-13100-34-ghz-quad-core-processor-bx8071513100,$147.99 ,Intel,BX8071513100,Intel Core i3,Raptor Lake,Raptor Lake,LGA1700,4,3.4 GHz,4.5 GHz,,,5 MB,12 MB,60 W,Intel UHD Graphics 730,192 GB,No,Yes,Boxed,10 nm,Yes,Yes: Hyper-Threading
Intel Core i3-4130,//cdna.pcpartpicker.com/static/forever/images/product/42a54c308242991186f4f6a3fde7603d.256p.jpg,https://pcpartpicker.com/product/KDGkcf/intel-cpu-bx80646i34130,$41.13 ,Intel,BX80646I34130,Intel Core i3,Haswell,Haswell,LGA1150,2,3.4 GHz,,,,0.5 MB,3 MB,54 W,Intel HD Graphics 4400,,Yes,Yes,Boxed,22 nm,Yes,Yes: Hyper-Threading
AMD Ryzen 7 3700X,//cdna.pcpartpicker.com/static/forever/images/product/e729f016407018e8894b7db7eac671e8.256p.jpg,https://pcpartpicker.com/product/KsHRsY/amd-ryzen-7-3700x-36-ghz-8-core-oemtray-processor-100-000000071,,AMD,100-000000071,AMD Ryzen 7,Zen 2,Matisse,AM4,8,3.6 GHz,4.4 GHz,,,4 MB,32 MB,65 W,None,128 GB,No,No,OEM/Tray,7 nm,No,Yes
Intel Core i5-4460,https://m.media-amazon.com/images/I/51m7EsJG9-L.jpg,https://pcpartpicker.com/product/F63RsY/intel-cpu-bx80646i54460,$68.56 ,Intel,BX80646I54460,Intel Core i5,Haswell Refresh,Haswell Refresh,LGA1150,4,3.2 GHz,3.4 GHz,,,1 MB,6 MB,84 W,Intel HD Graphics 4600,,No,Yes,Boxed,22 nm,Yes,No
AMD Ryzen 7 1700X,//cdna.pcpartpicker.com/static/forever/images/product/590d9c982550da4f2f69490c5f9c0902.256p.jpg,https://pcpartpicker.com/product/9Q98TW/amd-ryzen-7-1700x-34ghz-8-core-processor-yd170xbcaewof,$225.00 ,AMD,YD170XBCAEWOF,AMD Ryzen 7,Zen,Summit Ridge,AM4,8,3.4 GHz,3.8 GHz,,,4 MB,16 MB,95 W,None,,No,No,Boxed,14 nm,No,Yes
AMD Ryzen 3 1200 (14nm),//cdna.pcpartpicker.com/static/forever/images/product/7714a4b585034b6e4a3f2e230c2806f8.256p.jpg,https://pcpartpicker.com/product/TX4NnQ/amd-ryzen-3-1300x-35ghz-quad-core-processor-yd1200bbaebox,$105.00 ,AMD,YD1200BBAEBOX,AMD Ryzen 3,Zen,Summit Ridge,AM4,4,3.1 GHz,3.4 GHz,,,2 MB,8 MB,65 W,None,,No,Yes,Boxed,14 nm,Yes,No
AMD Ryzen 5 1400,//cdna.pcpartpicker.com/static/forever/images/product/42897d7fd845792aaa6a666396777d04.256p.jpg,https://pcpartpicker.com/product/72wqqs/amd-ryzen-5-1400-32ghz-quad-core-processor-yd1400bbaebox,$110.00 ,AMD,YD1400BBAEBOX,AMD Ryzen 5,Zen,Summit Ridge,AM4,4,3.2 GHz,3.4 GHz,,,2 MB,8 MB,65 W,None,,No,Yes,Boxed,14 nm,Yes,Yes
AMD Ryzen 3 3300X,//cdna.pcpartpicker.com/static/forever/images/product/614673693f9281d17b521cbf52799c68.256p.jpg,https://pcpartpicker.com/product/NvCFf7/amd-ryzen-3-3300x-38-ghz-quad-core-processor-100-100000159box,$150.00 ,AMD,100-100000159BOX,AMD Ryzen 3,Zen 2,Matisse,AM4,4,3.8 GHz,4.3 GHz,,,2 MB,16 MB,65 W,None,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
AMD A6-6400K,https://m.media-amazon.com/images/I/51M18gCJ8GL.jpg,https://pcpartpicker.com/product/JrZQzy/amd-cpu-ad640kokhlbox,$75.00 ,AMD,AD640KOKHLBOX,AMD A6,Piledriver,Richland,FM2,2,3.9 GHz,,,,1 MB,0 MB,65 W,Radeon HD 8470D,,No,Yes,Boxed,32 nm,Yes,No
Intel Core i5-9400,//cdna.pcpartpicker.com/static/forever/images/product/64bf363daabaca441f6b8f07b54005cc.256p.jpg,https://pcpartpicker.com/product/V4RzK8/intel-core-i5-9400-29-ghz-6-core-processor-bx80684i59400,$160.91 ,Intel,BX80684I59400,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,2.9 GHz,4.1 GHz,,,1.5 MB,9 MB,65 W,Intel UHD Graphics 630,128 GB,No,Yes,Boxed,14 nm,Yes,No
Intel Core i7-9700KF,//cdna.pcpartpicker.com/static/forever/images/product/7a187be50026e221f31b55e76c3adf73.256p.jpg,https://pcpartpicker.com/product/LhCD4D/intel-core-i7-9700kf-36-ghz-8-core-processor-bx80684i79700kf,$218.00 ,Intel,BX80684I79700KF,Intel Core i7,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,8,3.6 GHz,4.9 GHz,,,2 MB,12 MB,95 W,None,128 GB,No,No,Boxed,14 nm,No,No
AMD Ryzen 9 3900XT,//cdna.pcpartpicker.com/static/forever/images/product/bb4c0b72e3f78893b1e5b19ab570b2c1.256p.jpg,https://pcpartpicker.com/product/RwfFf7/amd-ryzen-9-3900xt-38-ghz-12-core-processor-100-100000277wof,$379.00 ,AMD,100-100000277WOF,AMD Ryzen 9,Zen 2,Matisse,AM4,12,3.8 GHz,4.7 GHz,,,6 MB,64 MB,105 W,None,128 GB,No,No,Boxed,7 nm,No,Yes
AMD Ryzen 5 3600XT,//cdna.pcpartpicker.com/static/forever/images/product/16ddfc2028922cd20cffaa6976165f84.256p.jpg,https://pcpartpicker.com/product/7sFKHx/amd-ryzen-5-3600xt-38-ghz-6-core-processor-100-100000281box,,AMD,100-100000281BOX,AMD Ryzen 5,Zen 2,Matisse,AM4,6,3.8 GHz,4.5 GHz,,,3 MB,32 MB,95 W,None,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
AMD Threadripper 1900X,//cdna.pcpartpicker.com/static/forever/images/product/b68f29b453848519ea8bd70695cd027c.256p.jpg,https://pcpartpicker.com/product/BvgPxr/amd-threadripper-1900x-38ghz-8-core-processor-yd190xa8aewof,$109.99 ,AMD,YD190XA8AEWOF,AMD Threadripper,Zen,Whitehaven,sTR4,8,3.8 GHz,4 GHz,,,4 MB,16 MB,180 W,None,1024 GB,Yes,No,Boxed,14 nm,No,Yes
Intel Core i9-10980XE,//cdna.pcpartpicker.com/static/forever/images/product/31fa050d67e7b58c6e3b5a1fbdfacf34.256p.jpg,https://pcpartpicker.com/product/bmxbt6/intel-core-i9-10980xe-3-ghz-18-core-processor-bx8069510980xe,"$1,200.00 ",Intel,BX8069510980XE,Intel Core i9,Cascade Lake,Cascade Lake-X,LGA2066,18,3 GHz,4.8 GHz,,,18 MB,24.75 MB,165 W,None,256 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
AMD Ryzen 7 3800XT,//cdna.pcpartpicker.com/static/forever/images/product/7d225094c05f3106b9e7aab3873a6631.256p.jpg,https://pcpartpicker.com/product/9wfFf7/amd-ryzen-7-3800xt-39-ghz-8-core-processor-100-100000279wof,$349.99 ,AMD,100-100000279WOF,AMD Ryzen 7,Zen 2,Matisse,AM4,8,3.9 GHz,4.7 GHz,,,4 MB,32 MB,105 W,None,128 GB,No,No,Boxed,7 nm,No,Yes
Intel Core i3-10105,//cdna.pcpartpicker.com/static/forever/images/product/f4e07d2c312edb86a1afe494ed5cd645.256p.jpg,https://pcpartpicker.com/product/Xht9TW/intel-core-i3-10105-37-ghz-quad-core-processor-bx8070110105,$89.95 ,Intel,BX8070110105,Intel Core i3,Comet Lake,Comet Lake,LGA1200,4,3.7 GHz,4.4 GHz,,,1 MB,6 MB,65 W,Intel UHD Graphics 630,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i5-9600KF,//cdna.pcpartpicker.com/static/forever/images/product/658de8a85dd1c0af16b8f020ed5bb2da.256p.jpg,https://pcpartpicker.com/product/MBMwrH/intel-core-i5-9600kf-37-ghz-6-core-processor-bx80684i59600kf,$180.12 ,Intel,BX80684I59600KF,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,3.7 GHz,4.6 GHz,,,1.5 MB,12 MB,95 W,None,128 GB,No,No,Boxed,14 nm,No,No
Intel Core i3-7350K,//cdna.pcpartpicker.com/static/forever/images/product/f08ed44a8570ef813099b9b298a84d38.256p.jpg,https://pcpartpicker.com/product/tTVBD3/intel-core-i3-7350k-42ghz-dual-core-processor-bx80677i37350k,$40.00 ,Intel,BX80677I37350K,Intel Core i3,Kaby Lake,Kaby Lake-S,LGA1151,2,4.2 GHz,,,,0.5 MB,4 MB,60 W,Intel HD Graphics 630,64 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Core i9-10900F,https://m.media-amazon.com/images/I/41ckT1AzbYL.jpg,https://pcpartpicker.com/product/DYtKHx/intel-core-i9-10900f-28-ghz-10-core-processor-bx8070110900f,$244.99 ,Intel,BX8070110900F,Intel Core i9,Comet Lake,Comet Lake,LGA1200,10,2.8 GHz,5.2 GHz,,,2.5 MB,20 MB,65 W,None,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i5-6400,//cdna.pcpartpicker.com/static/forever/images/product/2f07bb4ae8d2d1b223130d6c177bbcc2.256p.jpg,https://pcpartpicker.com/product/rK4NnQ/intel-cpu-bx80662i56400,,Intel,BX80662I56400,Intel Core i5,Skylake,Skylake-S,LGA1151,4,2.7 GHz,3.3 GHz,,,1 MB,6 MB,65 W,Intel HD Graphics 530,64 GB,No,Yes,Boxed,14 nm,Yes,No
AMD Athlon 3000G (14nm),//cdna.pcpartpicker.com/static/forever/images/product/4cca7584d65df7a4e4b5298805e9552f.256p.jpg,https://pcpartpicker.com/product/664BD3/amd-athlon-3000g-35-ghz-dual-core-processor-yd3000c6fhbox,,AMD,YD3000C6FHBOX,AMD Athlon,Zen,Raven Ridge,AM4,2,3.5 GHz,,,,1 MB,4 MB,35 W,Radeon Vega 3,128 GB,No,Yes,Boxed,14 nm,Yes,Yes
AMD Ryzen 5 3500,/static/forever/img/no-image.png,https://pcpartpicker.com/product/ZKqBD3/amd-ryzen-5-3500-36-ghz-6-core-processor-100-000000050,,AMD,100-000000050,AMD Ryzen 5,Zen 2,Matisse,AM4,6,3.6 GHz,4.1 GHz,,,3 MB,32 MB,65 W,None,128 GB,No,Yes,Boxed,7 nm,Yes,No
AMD Ryzen 5 1500X,//cdna.pcpartpicker.com/static/forever/images/product/42897d7fd845792aaa6a666396777d04.256p.jpg,https://pcpartpicker.com/product/VtFXsY/amd-ryzen-5-1500x-35ghz-quad-core-processor-yd150xbbaebox,$195.00 ,AMD,YD150XBBAEBOX,AMD Ryzen 5,Zen,Summit Ridge,AM4,4,3.5 GHz,3.7 GHz,,,2 MB,16 MB,65 W,None,,No,Yes,Boxed,14 nm,Yes,Yes
Intel Core i9-13900F,//cdna.pcpartpicker.com/static/forever/images/product/b8fab5fbdca5b7f19d806800e9d07b16.256p.jpg,https://pcpartpicker.com/product/rkGbt6/intel-core-i9-13900f-2-ghz-24-core-processor-bx8071513900f,$549.99 ,Intel,BX8071513900F,Intel Core i9,Raptor Lake,Raptor Lake,LGA1700,24,2 GHz,5.6 GHz,2.2 GHz,4.2 GHz,32 MB,36 MB,65 W,None,192 GB,Yes,Yes,Boxed,10 nm,Yes,Yes: Hyper-Threading
AMD Ryzen 7 1800X,//cdna.pcpartpicker.com/static/forever/images/product/a12eab97aff3815b6707805450266034.256p.jpg,https://pcpartpicker.com/product/7qyxFT/amd-ryzen-7-1800x-36ghz-8-core-processor-yd180xbcaewof,$235.00 ,AMD,YD180XBCAEWOF,AMD Ryzen 7,Zen,Summit Ridge,AM4,8,3.6 GHz,4 GHz,,,4 MB,16 MB,95 W,None,,No,No,Boxed,14 nm,No,Yes
Intel Core i5-2400,https://m.media-amazon.com/images/I/51UxOzy0XpL.jpg,https://pcpartpicker.com/product/jxJwrH/intel-cpu-bx80623i52400,$253.03 ,Intel,BX80623I52400,Intel Core i5,Sandy Bridge,Sandy Bridge,LGA1155,4,3.1 GHz,,,,0.5 MB,6 MB,95 W,Intel HD Graphics 2000,,No,Yes,Boxed,32 nm,Yes,No
AMD Threadripper 2990WX,//cdna.pcpartpicker.com/static/forever/images/product/376290bb9aa6669a3393dc8c0d266e5b.256p.jpg,https://pcpartpicker.com/product/zXNv6h/amd-threadripper-2990wx-3ghz-32-core-processor-yd299xazafwof,"$2,500.00 ",AMD,YD299XAZAFWOF,AMD Threadripper,Zen+,Colfax,sTR4,32,3 GHz,4.2 GHz,,,16 MB,64 MB,250 W,None,1024 GB,Yes,No,Boxed,12 nm,No,Yes
AMD Ryzen 7 1800X,/static/forever/img/no-image.png,https://pcpartpicker.com/product/PFXnTW/amd-ryzen-7-1800x-36ghz-8-core-oemtray-processor-yd180xbcm88ae,,AMD,YD180XBCM88AE,AMD Ryzen 7,Zen,Summit Ridge,AM4,8,3.6 GHz,4 GHz,,,4 MB,16 MB,95 W,None,,No,No,OEM/Tray,14 nm,No,Yes
AMD Athlon 220GE,/static/forever/img/no-image.png,https://pcpartpicker.com/product/QwsmP6/amd-athlon-220ge-34-ghz-dual-core-oemtray-processor-yd220gc6m2ofb,,AMD,YD220GC6M2OFB,AMD Athlon,Zen,Raven Ridge,AM4,2,3.4 GHz,,,,1 MB,4 MB,35 W,Radeon Vega 3,64 GB,No,No,OEM/Tray,14 nm,No,Yes
AMD Athlon 240GE,/static/forever/img/no-image.png,https://pcpartpicker.com/product/FYjJ7P/amd-athlon-240ge-35-ghz-dual-core-oemtray-processor-yd240gc6m2ofb,,AMD,YD240GC6M2OFB,AMD Athlon,Zen,Raven Ridge,AM4,2,3.5 GHz,,,,1 MB,4 MB,35 W,Radeon Vega 3,64 GB,No,No,OEM/Tray,14 nm,No,Yes
Intel Xeon E-2136,//cdna.pcpartpicker.com/static/forever/images/product/172c36aefd199e89ea6183f5ea26c026.256p.jpg,https://pcpartpicker.com/product/CQprxr/intel-xeon-e-2136-33-ghz-6-core-processor-bx80684e2136,,Intel,BX80684E2136,Intel Xeon E,Coffee Lake,Coffee Lake,LGA1151,6,3.3 GHz,4.5 GHz,,,1.5 MB,12 MB,80 W,None,64 GB,Yes,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
AMD A4-3300,https://m.media-amazon.com/images/I/511DQPZvl3L.jpg,https://pcpartpicker.com/product/J4zv6h/amd-cpu-ad3300ojhxbox,$89.95 ,AMD,"AD3300OJHXBOX, AD3300OJGXBOX",AMD A4,Lynx,Llano,FM1,2,2.5 GHz,,,,1 MB,0 MB,65 W,Radeon HD 6410D,,No,Yes,Boxed,32 nm,Yes,No
Intel Xeon E3-1220 V6,//cdna.pcpartpicker.com/static/forever/images/product/527689a6c15ca46365a5c1fa0804c613.256p.jpg,https://pcpartpicker.com/product/JXx9TW/intel-xeon-e3-1220-v6-30ghz-quad-core-processor-bx80677e31220v6,$389.95 ,Intel,BX80677E31220V6,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA1151,4,3 GHz,3.5 GHz,,,1 MB,8 MB,72 W,None,64 GB,Yes,Yes,Boxed,14 nm,Yes,No
Intel Xeon E3-1285 V6,/static/forever/img/no-image.png,https://pcpartpicker.com/product/R938TW/intel-xeon-e3-1285-v6-41ghz-quad-core-oemtray-processor-cm8067702870937,$994.94 ,Intel,CM8067702870937,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA1151,4,4.1 GHz,4.5 GHz,,,1 MB,8 MB,79 W,Intel HD Graphics 630,64 GB,Yes,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Celeron G3920,https://m.media-amazon.com/images/I/51niI34PUXL.jpg,https://pcpartpicker.com/product/7GCD4D/intel-celeron-g3920-26-ghz-dual-core-oemtray-processor-cm8066201938000,$495.09 ,Intel,CM8066201938000,Intel Celeron,Skylake,Skylake-S,LGA1151,2,2.6 GHz,,,,0.5 MB,2 MB,35 W,Intel HD Graphics 510,64 GB,Yes,No,OEM/Tray,14 nm,No,No
Intel Celeron E1200,https://images-na.ssl-images-amazon.com/images/I/51lxM8o4ODL.jpg,https://pcpartpicker.com/product/9MH323/intel-cpu-bx80557e1200,,Intel,BX80557E1200,Intel Celeron,Core,Conroe,LGA775,2,1.6 GHz,,,,0.5 MB,0 MB,65 W,None,,No,Yes,Boxed,65 nm,Yes,No
Intel Core 2 Duo E7400,https://images-na.ssl-images-amazon.com/images/I/51jebL-jt1L.jpg,https://pcpartpicker.com/product/cwbp99/intel-cpu-bx80571e7400,,Intel,BX80571E7400,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2.8 GHz,,,,3 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core i7-920,https://images-eu.ssl-images-amazon.com/images/I/514cOpqlw3L.jpg,https://pcpartpicker.com/product/pCQypg/intel-cpu-at80601000741aa,,Intel,AT80601000741AA,Intel Core i7,Nehalem,Bloomfield,LGA1366,4,2.66 GHz,,,,1 MB,8 MB,130 W,None,,No,No,OEM/Tray,45 nm,No,Yes: Hyper-Threading
Intel Core i7-975 Extreme Edition,//cdna.pcpartpicker.com/static/forever/images/product/3365e8f40d1a425178189ad44d5049ca.256p.jpg,https://pcpartpicker.com/product/8pvRsY/intel-cpu-bx80601975,,Intel,BX80601975,Intel Core i7 Extreme,Nehalem,Bloomfield,LGA1366,4,3.33 GHz,,,,1 MB,8 MB,130 W,None,,No,Yes,Boxed,45 nm,Yes,Yes: Hyper-Threading
AMD FX-8150,https://m.media-amazon.com/images/I/4116exrPaPL.jpg,https://pcpartpicker.com/product/DWphP6/amd-cpu-fd8150frguwox,,AMD,FD8150FRGUWOX,AMD FX,Bulldozer,Zambezi,AM3+,8,3.6 GHz,,,,8 MB,8 MB,125 W,None,,No,No,Boxed,32 nm,No,No
Intel Xeon E3-1230,https://m.media-amazon.com/images/I/51F2u+LMhgL.jpg,https://pcpartpicker.com/product/q8DwrH/intel-cpu-bx80623e31230,,Intel,BX80623E31230,Intel Xeon E3,Sandy Bridge,Sandy Bridge,LGA1155,4,3.2 GHz,,,,1 MB,8 MB,80 W,None,,Yes,Yes,Boxed,32 nm,Yes,Yes: Hyper-Threading
Intel Xeon E3-1245,https://m.media-amazon.com/images/I/51F2u+LMhgL.jpg,https://pcpartpicker.com/product/ZCH323/intel-cpu-bx80623e31245,$245.00 ,Intel,BX80623E31245,Intel Xeon E3,Sandy Bridge,Sandy Bridge,LGA1155,4,3.3 GHz,,,,1 MB,8 MB,95 W,Intel HD Graphics,,Yes,Yes,Boxed,32 nm,Yes,Yes: Hyper-Threading
Intel Xeon E3-1225 V2,https://m.media-amazon.com/images/I/515Ui4-oD2L.jpg,https://pcpartpicker.com/product/rsDwrH/intel-cpu-bx80637e31225v2,$247.50 ,Intel,BX80637E31225V2,Intel Xeon E3,Ivy Bridge,Ivy Bridge,LGA1155,4,3.2 GHz,,,,1 MB,8 MB,77 W,Intel HD Graphics P4000,,Yes,Yes,Boxed,22 nm,Yes,No
Intel Xeon E5-2690,/static/forever/img/no-image.png,https://pcpartpicker.com/product/89xfrH/intel-cpu-cm8062101122501,,Intel,CM8062101122501,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,8,2.9 GHz,3.8 GHz,,,2 MB,20 MB,135 W,None,,Yes,No,OEM/Tray,32 nm,No,Yes: Hyper-Threading
Intel Core i7-5960X,https://m.media-amazon.com/images/I/51csILHVf4L.jpg,https://pcpartpicker.com/product/BnkD4D/intel-cpu-cm8064801547964,,Intel,CM8064801547964,Intel Core i7 Extreme,Haswell,Haswell-E,LGA2011-3,8,3 GHz,3.5 GHz,,,2 MB,20 MB,140 W,None,64 GB,No,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
Intel Xeon E5-2650L V3,/static/forever/img/no-image.png,https://pcpartpicker.com/product/vcCrxr/intel-cpu-cm8064401575702,,Intel,CM8064401575702,Intel Xeon E5,Haswell,Haswell-EP,LGA2011-3,12,1.8 GHz,2.5 GHz,,,3 MB,30 MB,65 W,None,,Yes,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
AMD FX-8310,/static/forever/img/no-image.png,https://pcpartpicker.com/product/PWZ2FT/amd-cpu-fd8310wmhksbx,,AMD,FD8310WMHKSBX,AMD FX,Piledriver,Vishera,AM3+,8,3.4 GHz,4.3 GHz,,,8 MB,8 MB,95 W,None,,No,Yes,Boxed,32 nm,Yes,No
Intel Core i5-4570S,https://m.media-amazon.com/images/I/41pb7hOk1yS.jpg,https://pcpartpicker.com/product/XbjWGX/intel-cpu-cm8064601465605,,Intel,CM8064601465605,Intel Core i5,Haswell,Haswell,LGA1150,4,2.9 GHz,,,,1 MB,6 MB,65 W,Intel HD Graphics 4600,,No,No,OEM/Tray,22 nm,No,No
Intel Xeon E3-1270 V5,//cdna.pcpartpicker.com/static/forever/images/product/2a632529a950e5b3707bc97f75ca14a9.256p.jpg,https://pcpartpicker.com/product/Ty4NnQ/intel-cpu-bx80662e31270v5,,Intel,BX80662E31270V5,Intel Xeon E3,Skylake,Skylake-H,LGA1151,4,3.6 GHz,4 GHz,,,1 MB,8 MB,80 W,None,64 GB,Yes,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Xeon E3-1260L V5,/static/forever/img/no-image.png,https://pcpartpicker.com/product/NRTrxr/intel-cpu-cm8066201921903,,Intel,CM8066201921903,Intel Xeon E3,Skylake,Skylake-H,LGA1151,4,2.9 GHz,3.9 GHz,,,1 MB,8 MB,45 W,None,64 GB,Yes,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Xeon E3-1235L V5,/static/forever/img/no-image.png,https://pcpartpicker.com/product/w9Nypg/intel-cpu-cm8066201935807,,Intel,CM8066201935807,Intel Xeon E3,Skylake,Skylake-H,LGA1151,4,2 GHz,3 GHz,,,1 MB,8 MB,25 W,Intel HD Graphics P530,64 GB,Yes,No,OEM/Tray,14 nm,No,No
AMD FX-8370,//cdna.pcpartpicker.com/static/forever/images/product/e5012bd035aa8d3c4088bc8fd43e8e21.256p.jpg,https://pcpartpicker.com/product/8mrcCJ/amd-cpu-fd8370frhkhbx,,AMD,FD8370FRHKHBX,AMD FX,Piledriver,Vishera,AM3+,8,4 GHz,4.3 GHz,,,8 MB,8 MB,125 W,None,,No,Yes,Boxed,32 nm,Yes,No
Intel Xeon E5-2603 V4,//cdna.pcpartpicker.com/static/forever/images/product/ced2928f0412783f6314a70692c976b0.256p.jpg,https://pcpartpicker.com/product/gk98TW/intel-cpu-bx80660e52603v4,$449.95 ,Intel,BX80660E52603V4,Intel Xeon E5,Broadwell,Broadwell-EP,LGA2011-3,6,1.7 GHz,,,,1.5 MB,15 MB,85 W,None,1536 GB,Yes,No,Boxed,14 nm,No,No
AMD Athlon 5370,https://m.media-amazon.com/images/I/41pJsNCmCCL.jpg,https://pcpartpicker.com/product/ywcMnQ/amd-cpu-ad5370jahmbox,,AMD,AD5370JAHMBOX,AMD Athlon,Jaguar,Kabini,AM1,4,2.2 GHz,,,,2 MB,0 MB,25 W,Radeon R3 (on die),,No,Yes,Boxed,28 nm,Yes,No
AMD A8-7650K,https://m.media-amazon.com/images/I/51qbdg+XppL.jpg,https://pcpartpicker.com/product/Kgbkcf/amd-a8-7650k-33ghz-quad-core-processor-ad765kxbjasbx,,AMD,AD765KXBJASBX,AMD A8,Steamroller,Kaveri,FM2+,4,3.3 GHz,3.7 GHz,,,4 MB,0 MB,95 W,Radeon R7 (on-die),,No,Yes,Boxed,28 nm,Yes,No
Intel Xeon E-2246G,//cdna.pcpartpicker.com/static/forever/images/product/04f08a1dee17429cdf0a6021ebe5351d.256p.jpg,https://pcpartpicker.com/product/LJyqqs/intel-xeon-e-2246g-36-thz-6-core-oemtray-processor-cm8068404227903,,Intel,CM8068404227903,Intel Xeon E,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,3.6 GHz,4.8 GHz,,,1.5 MB,12 MB,80 W,Intel HD Graphics P630,128 GB,Yes,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
